Call  Failure,Complains,Subscription  Length,Charge  Amount,Seconds of Use,Frequency of use,Frequency of SMS,Distinct Called Numbers,Age Group,Tariff Plan,Status,Age,Customer Value,Churn
0.2222222222222222,0.0,0.7954545454545454,0.0,0.25570509069631364,0.2784313725490196,0.009578544061302681,0.17525773195876287,0.5,0.0,0.0,0.375,0.09127687874085567,0
0.0,0.0,0.8181818181818181,0.0,0.01860737273259216,0.0196078431372549,0.013409961685823753,0.041237113402061855,0.25,0.0,1.0,0.25,0.021260529816005316,0
0.2777777777777778,0.0,0.7727272727272727,0.0,0.14353423054417788,0.23529411764705882,0.6877394636015325,0.24742268041237114,0.5,0.0,0.0,0.375,0.7096172319515258,0
0.2777777777777778,0.0,0.7954545454545454,0.0,0.2456407255705091,0.2588235294117647,0.0019157088122605363,0.36082474226804123,0.0,0.0,0.0,0.0,0.1108494051577625,0
0.08333333333333333,0.0,0.7954545454545454,0.0,0.14002340550029257,0.22745098039215686,0.0038314176245210726,0.3402061855670103,0.0,0.0,0.0,0.0,0.06733771151998817,0
0.3055555555555555,0.0,0.7954545454545454,0.1,0.22088940901111762,0.32156862745098036,0.06130268199233716,0.28865979381443296,0.5,0.0,0.0,0.375,0.13036651149043077,0
0.1111111111111111,0.0,0.7954545454545454,0.0,0.13809245172615564,0.15294117647058825,0.5459770114942528,0.18556701030927836,0.5,0.0,0.0,0.375,0.570808394295426,0
0.3611111111111111,0.0,0.7727272727272727,0.2,0.5333528379169105,0.4745098039215686,0.27586206896551724,0.44329896907216493,0.5,0.0,0.0,0.375,0.4366363703539496,0
0.19444444444444442,0.0,0.7954545454545454,0.0,0.8059098888238736,0.6627450980392157,0.0,0.4536082474226804,0.5,0.0,0.0,0.375,0.2575556048178526,0
0.19444444444444442,0.0,0.7954545454545454,0.1,0.2641895845523698,0.3254901960784314,0.0038314176245210726,0.25773195876288657,0.5,0.0,0.0,0.375,0.08863518805881918,0
0.16666666666666666,0.0,0.7954545454545454,0.0,0.34628437682855473,0.37254901960784315,0.013409961685823753,0.12371134020618557,0.5,0.0,0.0,0.375,0.1240116751644129,0
0.25,0.0,0.7954545454545454,0.0,0.1309537741369222,0.21176470588235294,0.01532567049808429,0.17525773195876287,0.5,0.0,1.0,0.375,0.05711963348850957,0
0.6944444444444444,0.0,0.7954545454545454,0.30000000000000004,0.8858981860737274,0.8823529411764706,0.10344827586206896,0.32989690721649484,0.5,0.0,0.0,0.375,0.38359934973767823,0
0.1111111111111111,0.0,0.7954545454545454,0.1,0.18110005851375074,0.10588235294117647,0.925287356321839,0.08247422680412371,0.5,0.0,0.0,0.375,0.9499371905711963,0
0.25,0.0,0.7727272727272727,0.0,0.9060854300760679,0.7137254901960784,0.28735632183908044,0.30927835051546393,0.25,0.0,0.0,0.25,0.6373378962536023,0
0.08333333333333333,0.0,0.7727272727272727,0.1,0.38033937975424226,0.33725490196078434,0.3563218390804598,0.26804123711340205,0.5,0.0,0.0,0.375,0.4652700805438557,0
0.0,0.0,0.7727272727272727,0.0,0.05119953188999415,0.054901960784313725,0.0,0.1134020618556701,0.25,0.0,1.0,0.25,0.018475670583019285,1
0.05555555555555555,0.0,0.7954545454545454,0.0,0.04154476301930954,0.054901960784313725,0.02490421455938697,0.08247422680412371,0.5,0.0,1.0,0.375,0.03739008349959358,0
0.0,0.0,0.7727272727272727,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1.0,0.25,0.0,1
0.08333333333333333,0.0,0.7727272727272727,0.0,0.4393212404915155,0.4980392156862745,0.735632183908046,0.44329896907216493,0.25,0.0,0.0,0.25,0.9567238417202393,0
0.19444444444444442,0.0,0.7727272727272727,0.1,0.6708601521357519,0.6039215686274509,0.021072796934865898,0.4845360824742268,0.75,0.0,0.0,0.75,0.1468516773812163,0
0.2222222222222222,0.0,0.7727272727272727,0.1,0.3930953774136922,0.29411764705882354,0.20689655172413793,0.38144329896907214,0.25,0.0,0.0,0.25,0.3656270782531589,0
0.6388888888888888,1.0,0.6818181818181819,0.0,0.055880631948507904,0.1843137254901961,0.03065134099616858,0.17525773195876287,0.25,0.0,1.0,0.25,0.05407614719574373,1
0.5833333333333333,1.0,0.75,0.8,0.6105909888823874,0.36470588235294116,0.0019157088122605363,0.4329896907216495,1.0,1.0,0.0,1.0,0.07362558191088449,0
0.3611111111111111,1.0,0.75,0.1,0.3404330017554125,0.38431372549019605,0.04980842911877394,0.24742268041237114,0.25,0.0,0.0,0.25,0.1769840390157393,1
0.027777777777777776,0.0,0.7045454545454546,0.0,0.16617905207723815,0.08627450980392157,0.0,0.14432989690721648,0.5,0.0,0.0,0.375,0.05287076036355575,0
0.25,0.0,0.7272727272727273,0.0,0.17495611468695144,0.16078431372549018,0.017241379310344827,0.16494845360824742,0.5,0.0,1.0,0.375,0.07261878371388457,1
0.25,1.0,0.75,0.0,0.13270918665886483,0.17254901960784313,0.06513409961685823,0.31958762886597936,0.5,0.0,1.0,0.375,0.10551984039015738,1
0.0,0.0,0.75,0.0,0.007782328847279111,0.00784313725490196,0.0,0.020618556701030927,0.5,0.0,1.0,0.375,0.002493903790733762,1
0.027777777777777776,0.0,0.75,0.0,0.0976009362200117,0.09803921568627451,0.0,0.061855670103092786,0.5,0.0,0.0,0.375,0.03127540087194265,0
0.08333333333333333,0.0,0.6818181818181819,0.1,0.3970157987126975,0.3803921568627451,0.026819923371647507,0.2268041237113402,1.0,0.0,0.0,1.0,0.05737364220793615,0
0.0,1.0,0.75,0.0,0.036746635459332946,0.027450980392156862,0.017241379310344827,0.041237113402061855,0.75,0.0,1.0,0.75,0.017722881105445946,1
0.0,0.0,0.75,0.1,0.019777647747220597,0.01568627450980392,0.007662835249042145,0.020618556701030927,1.0,0.0,0.0,1.0,0.005140212813123476,0
0.6944444444444444,0.0,0.6363636363636365,0.30000000000000004,0.9406085430076069,0.9333333333333333,0.0,0.8247422680412371,0.25,1.0,0.0,0.25,0.33902543781866545,0
0.16666666666666666,0.0,0.7045454545454546,0.30000000000000004,0.40754827384435344,0.4549019607843137,0.5191570881226053,0.3402061855670103,0.25,1.0,0.0,0.25,0.7103677122589226,0
0.05555555555555555,0.0,0.75,0.0,0.21755412521942658,0.32156862745098036,0.0038314176245210726,0.28865979381443296,0.25,0.0,0.0,0.25,0.08313012635779206,0
0.08333333333333333,0.0,0.7272727272727273,0.0,0.09742539496781744,0.17254901960784313,0.07279693486590037,0.20618556701030927,0.5,0.0,1.0,0.375,0.10176974802335033,0
0.16666666666666666,0.0,0.75,0.0,0.16266822703335285,0.20784313725490194,0.33524904214559387,0.23711340206185566,0.25,0.0,0.0,0.25,0.4225712148082465,0
0.1111111111111111,0.0,0.5454545454545454,0.1,0.07694558221181978,0.1411764705882353,0.3697318007662835,0.1134020618556701,0.25,1.0,0.0,0.25,0.4291800598536909,0
0.1111111111111111,0.0,0.5227272727272727,0.0,0.09174956114686952,0.15294117647058825,0.05747126436781609,0.7010309278350515,0.75,0.0,0.0,0.75,0.05319173501810389,0
0.3055555555555555,0.0,0.5454545454545454,0.0,0.04095962551199532,0.09803921568627451,0.019157088122605363,0.07216494845360824,0.25,0.0,1.0,0.25,0.035849866991797825,0
0.0,0.0,0.5227272727272727,0.0,0.04827384435342306,0.0392156862745098,0.040229885057471264,0.030927835051546393,0.75,0.0,1.0,0.75,0.03388707234168329,1
0.2777777777777778,0.0,0.5,0.0,0.07167934464599181,0.12549019607843137,0.036398467432950186,0.13402061855670103,0.25,0.0,0.0,0.25,0.06561045222788738,0
0.05555555555555555,0.0,0.5,0.0,0.1887068461088356,0.2392156862745098,0.01532567049808429,0.23711340206185566,0.5,0.0,0.0,0.375,0.07548215473287519,0
0.05555555555555555,0.0,0.34090909090909094,0.0,0.0991808074897601,0.10196078431372549,0.053639846743295014,0.14432989690721648,0.25,0.0,0.0,0.25,0.09395782531589447,0
0.4444444444444444,0.0,0.3181818181818182,0.1,0.3740784084259801,0.5529411764705883,0.16283524904214558,0.4329896907216495,0.25,1.0,0.0,0.25,0.3124445799157614,0
0.3333333333333333,0.0,0.27272727272727276,0.0,0.5227033352837918,0.6705882352941176,0.13984674329501914,0.41237113402061853,0.75,0.0,0.0,0.75,0.18939813788516957,0
0.2222222222222222,0.0,0.29545454545454547,0.30000000000000004,0.16693973083674665,0.1764705882352941,0.05938697318007662,0.1958762886597938,0.5,1.0,0.0,0.375,0.11080322175423038,0
0.05555555555555555,0.0,0.13636363636363638,0.1,0.2568753657109421,0.1568627450980392,0.4118773946360153,0.10309278350515463,0.5,0.0,0.0,0.375,0.4790142614350107,0
0.08333333333333333,0.0,0.13636363636363638,0.1,0.08706846108835577,0.07450980392156863,0.0,0.07216494845360824,0.5,0.0,0.0,0.375,0.027839355649153918,1
0.3055555555555555,0.0,0.840909090909091,0.1,0.259215915740199,0.2901960784313725,0.019157088122605363,0.1958762886597938,0.5,0.0,0.0,0.375,0.1016773812162861,0
0.08333333333333333,0.0,0.8636363636363638,0.1,0.022118197776477472,0.03137254901960784,0.022988505747126436,0.061855670103092786,0.5,0.0,0.0,0.375,0.029298751200768487,0
